age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
30,Federal-gov,199244,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,99999,0,32,United-States,>50K
51,Federal-gov,334131,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,United-States,>50K
27,Private,164366,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,201217,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,156673,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,287065,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,183409,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,>50K
65,?,22441,10th,6,Married-civ-spouse,?,Wife,White,Female,0,0,15,United-States,<=50K
24,Private,329417,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,?,105343,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,2103,0,30,United-States,<=50K
57,?,101583,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Federal-gov,169650,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,253960,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,111942,Some-college,10,Never-married,Other-service,Own-child,White,Male,1542,0,30,United-States,<=50K
30,?,20534,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,1882,40,United-States,<=50K
24,Private,239534,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
30,Private,145646,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,188115,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
24,Private,225707,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,213545,Bachelors,13,Never-married,Adm-clerical,Own-child,Other,Male,0,0,40,United-States,<=50K
52,Private,180073,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
36,Local-gov,293510,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,371811,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
60,Self-emp-not-inc,143058,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,United-States,<=50K
27,Private,23113,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,<=50K
40,Private,96112,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,46,United-States,<=50K
47,Self-emp-not-inc,207456,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,>50K
34,Private,508244,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,60,Philippines,<=50K
25,Private,146867,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Columbia,<=50K
53,Private,33034,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
